id_site;nom_site;type_site;typologie;lib_influence;id_polair;adresse;altitude;coord_x_l93;coord_y_l93;date_ouverture;date_dispo_mesures;date_fermeture;description_site;photo;nouv_typologie
133;Plan du Lac / Termignon;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;33411;Parc national de la Vanoise Plan du Lac 73500 TERMIGNON;2422;999881;6478460;17/05/2006;17/05/2006;29/09/2011;;http://carto.air-rhonealpes.fr/photos/photo_133.jpg;Rural-Fond
134;Replat des Canons / Termignon;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;33414;Replat des Canons  73500 TERMIGNON;2392;1001821;6469846;23/03/2012;23/03/2012;02/10/2012;;http://carto.air-rhonealpes.fr/photos/photo_134.jpg;Rural-Fond
135;Ugine;FIXE+ETUDE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;33720;Allée du Crest Chérel 73400 UGINE;413;965884;6522101;24/02/2010;24/02/2010;08/01/2017;;http://carto.air-rhonealpes.fr/photos/photo_135.jpg;Périurbain-Industrielle
136;Valence Sud;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;36001;Groupe scolaire Joliot-Curie  26800 PORTES-LES-VALENCE;110;848168;6420762;01/11/1999;01/11/1999;;;http://carto.air-rhonealpes.fr/photos/photo_136.jpg;Périurbain-Fond
137;Valence urbain centre;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;36002;Square Lesdiguières  26000 VALENCE;128;849384;6427790;01/12/2000;01/12/2000;;;http://carto.air-rhonealpes.fr/photos/photo_137.jpg;Urbain-Fond
138;A7 Valence;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;36003;Rue Alsace-Lorraine  26500 BOURG-LES-VALENCE;120;849043;6429536;12/12/2001;12/12/2001;11/12/2017;;http://carto.air-rhonealpes.fr/photos/photo_138.jpg;Périurbain-Trafic
139;Annonay Urbain Centre;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;36004;Parc Saint Exupéry Rue Jean Jaurès 7100 ANNONAY;200;830983;6462189;01/06/2002;01/06/2002;12/10/2010;;http://carto.air-rhonealpes.fr/photos/photo_139.jpg;Urbain-Fond
140;Drôme provençale;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36005;Quartier Beauvallon  26220 DIEULEFIT;460;866070;6382390;12/10/2002;12/10/2002;17/12/2013;;http://carto.air-rhonealpes.fr/photos/photo_140.jpg;Rural-Fond
141;Saint-Bauzile ZI;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;36007;Mairie de St Bauzile le Village  7210 SAINT-BAUZILE;460;832631;6398837;01/04/2007;01/04/2007;;;http://carto.air-rhonealpes.fr/photos/photo_141.jpg;Rural-Industrielle
142;Vercors Sud;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36008;Avenue Bruyères  26420 LA CHAPELLE-EN-VERCORS;908;890429;6433120;22/03/2007;22/03/2007;18/12/2007;Surveillance ozone estival;http://carto.air-rhonealpes.fr/photos/photo_142.jpg;Rural-Fond
143;Montagne ardéchoise;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36009;Espace Raphaël  7530 LACHAMP-RAPHAEL;1330;801961;6413250;27/03/2007;27/03/2007;11/12/2007;Surveillance estivale de l'ozone en milieu rural;http://carto.air-rhonealpes.fr/photos/photo_143.jpg;Rural-Fond
144;Ardèche méridionale;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36010;Le Village - Mairie  7120 GROSPIERRES;130;802677;6367583;05/04/2005;20/03/2012;26/11/2012;Surveillance en milieu rural;http://carto.air-rhonealpes.fr/photos/photo_144.jpg;Rural-Fond
145;Vercors;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36015;Camping de groupe  26420 SAINT-MARTIN-EN-VERCORS;750;892947;6438343;29/04/2008;29/04/2008;18/11/2008;Surveillance estivale de l'ozone en milieu rural.;http://carto.air-rhonealpes.fr/photos/photo_145.jpg;Rural-Fond
146;Monts d'Ardèche;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36016;Centre culturel l'Hermet  7190 GLUIRAS;790;820753;6417641;17/06/2008;31/03/2010;07/10/2010;Surveillance estivale de l'ozone;http://carto.air-rhonealpes.fr/photos/photo_146.jpg;Rural-Fond
147;Drôme Provençale Sud;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36017;Station d'Epuration  Quartier des Foutrasses  26130 MONTSEGUR-SUR-LAUZON;124;847772;6363170;05/06/2009;05/06/2009;07/10/2009;Station estivale ozone;http://carto.air-rhonealpes.fr/photos/photo_147.jpg;Rural-Fond
148;Haut Buëch;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;36018;Station Météo France Lus la Croix Haute  26620 LUS-LA-CROIX-HAUTE;1069;914840;6400778;31/03/2010;31/03/2010;05/10/2010;Station estivale 2010;http://carto.air-rhonealpes.fr/photos/photo_148.jpg;Rural-Fond
149;Romans Sur Isère;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;36019;extrémité sud-est du Parc François Mitterrand Rue Saint-Romain 26100 ROMANS-SUR-ISERE;150;860936;6440194;09/11/2010;09/11/2010;;;http://carto.air-rhonealpes.fr/photos/photo_149.jpg;Urbain-Fond
186;Oyonnax;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;33307;148 cours de Verdun 01100 OYONNAX ;530;903487;6576085;12/12/2013;;16/12/2014;;http://carto.air-rhonealpes.fr/photos/photo_186.jpg;Urbain-Fond
187;Plateau de Bonnevaux;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;27010;Le Grand Mollard 38440 LIEUDIEU;510;870412;6486956;23/12/2013;;;;http://carto.air-rhonealpes.fr/photos/photo_187.jpg;Rural-Fond
188;Annecy Rocade;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;33203;16 bd de la Rocade 74000 ANNECY;452;941654;6539208;03/01/2014;;;;http://carto.air-rhonealpes.fr/photos/photo_188.jpg;Urbain-Trafic
189;Drome Rurale Sud;FIXE+ETUDE;rurale nationale;fond                                                                                                                                                                                                                                                           ;36021;Centre de Secours RD 125 26340 Saint-Nazaire-le-Désert;605;880936;6388208;19/12/2013;;;;http://carto.air-rhonealpes.fr/photos/photo_189.jpg;Rural-Fond
363;Marnaz;FIXE+ETUDE;périurbaine;spécifique                                                                                                                                                                                                                                                     ;33367;489 rue du Vieux Pont Marnaz;501;973085;6556997;01/07/2013;31/07/2013;16/10/2017;Marnaz;;Périurbain-Spécifique
388;Chambery trafic;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;33105;226 avenue de Turin 73000 CHAMBERY;277;928721;6500909;31/12/2014;01/01/2015;;;http://carto.air-rhonealpes.fr/photos/photo_388.jpg;Urbain-Trafic
389;Sallanches;FIXE+ETUDE;périurbaine;spécifique                                                                                                                                                                                                                                                     ;33235;rue de Hauteville 74706 SALLANCHES;542;981599;6543754;19/01/2016;19/01/2016;05/01/2017;;;Périurbain-Spécifique
390;Lyon Périphérique;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20069;PR4 + 840 sens 1 RD383  Bd Laurent Bonnevay 69100 VILLEURBANNE;170;847526;6521231;25/11/2014;25/11/2014;;;http://carto.air-rhonealpes.fr/photos/photo_390.jpg;Urbain-Trafic
391;Aubenas Belvédère;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;36022;Parking Belvédère - Place Bossuet 07200 AUBENAS;319;809878;6392422;08/01/2015;08/01/2015;06/01/2016;Site annuel;http://carto.air-rhonealpes.fr/photos/photo_391.jpg;Urbain-Fond
445;Ecole basse Jarrie;FIXE+ETUDE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;15203;147 Rue Jules Ferry 38560 Jarrie;271;915604;6446865;04/12/2013;;05/08/2016;;;Périurbain-Industrielle
446;Poste des Sables Champ/Drac;FIXE+ETUDE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;15202; Rue Léo Lagrange 38560 Champ-sur-Drac;270;915254;6446543;10/06/2014;;;;;Périurbain-Industrielle
653;Magland;FIXE+ETUDE;périurbaine;fond                                                                                                                                                                                                                                                           ;33374;Place de l'église 74300 Magland;507;979987;6553152;16/09/2015;16/09/2015;03/01/2017;;http://carto.air-rhonealpes.fr/photos/photo_653.jpg;Périurbain-Fond
654;Aigueblanche;FIXE+ETUDE;périurbaine;spécifique                                                                                                                                                                                                                                                     ;33375;Route de Villargerel 73260 Aigueblanche;471;974056;6495101;06/10/2015;06/10/2015;14/09/2016;;http://carto.air-rhonealpes.fr/photos/photo_654.jpg;Périurbain-Spécifique
657;St-Etienne Boulevard urbain;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;29441;24 boulevard Jules Janin - 42000 Saint-Etienne;498;808553;6484126;02/12/2015;02/12/2015;;;http://carto.air-rhonealpes.fr/photos/photo_657.jpg;Urbain-Trafic
658;Lyon trafic Jaures;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20070;41 Avenue Jean Jaurès - 69007 LYON;167;843379;6518355;18/12/2015;18/12/2015;;;http://carto.air-rhonealpes.fr/photos/photo_658.jpg;Urbain-Trafic
659;Annemasse trafic;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;33213;Rue des Amoureux 74100 ANNEMASSE;432;949470;6570775;24/12/2015;24/12/2015;;;http://carto.air-rhonealpes.fr/photos/photo_659.jpg;Urbain-Trafic
737;Caserne de Bonne Parc;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;15049;14 Allée Henri Frenay;212;913997;6457474;08/03/2016;;;;http://carto.air-rhonealpes.fr/photos/photo_737.jpg;Urbain-Fond
739;Grignon;FIXE+ETUDE;périurbaine;fond                                                                                                                                                                                                                                                           ;33115;Pompiers rue Joseph Martin;329;962927;6511356;27/01/2016;27/01/2016;29/12/2016;;http://carto.air-rhonealpes.fr/photos/photo_739.jpg;Périurbain-Fond
740;Annonay;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;36025;38 rue Sadi Carnot - 07100 Annonay;333;831218;6461772;08/01/2016;08/01/2016;09/01/2017;;http://carto.air-rhonealpes.fr/photos/photo_740.jpg;Urbain-Fond
807;Clermont - Royat;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7001;;520;703668;6518341;01/01/1973;;04/01/2018;;http://carto.air-rhonealpes.fr/photos/photo_807.jpg;Périurbain-Fond
808;Clermont - Montferrand;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7004;Rue Gustave Courbet 63000 CLERMONT-FERRAND;340;708842;6521968;01/01/1975;;;;http://carto.air-rhonealpes.fr/photos/photo_808.jpg;Urbain-Fond
809;Clermont - Lecoq;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7009;Jardin Lecoq 63000 CLERMONT-FERRAND;390;706800;6519177;01/01/2003;;;;http://carto.air-rhonealpes.fr/photos/photo_809.jpg;Urbain-Fond
810;Montluçon - Centre-ville;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7010;Place Louis Bavay 03100 MONTLUCON;205;669093;6582723;01/08/1991;;15/12/2016;;;Urbain-Trafic
811;Aurillac - Centre;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7011;95 Avenue de la République 15000 AURILLAC;640;655547;6425050;01/11/1991;;31/12/2015;;http://carto.air-rhonealpes.fr/photos/photo_811.jpg;Urbain-Trafic
812;Le puy - Centre-ville;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7012;Ecole Jules Ferry 43000 LE PUY EN VELAY;645;769497;6438774;01/11/1998;;31/12/2015;;;Urbain-Fond
813;Montluçon - Château;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7013;Esplanade du château 03100 MONTLUCON;215;669587;6582317;01/09/1999;;03/04/2017;;http://carto.air-rhonealpes.fr/photos/photo_813.jpg;Urbain-Fond
814;Aurillac - Aérodrome;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7014;Aérodrome 15000 AURILLAC;640;654229;6422295;01/04/1992;;31/12/2015;;;Périurbain-Fond
815;Sommet du Puy-de-Dôme;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7015;Sommet Puy de Dôme 63870 ORCINES;1450;697248;6519174;01/04/1994;;;;http://carto.air-rhonealpes.fr/photos/photo_815.jpg;Rural-Fond
816;Montluçon - Hippodrome;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7016;Hippodrome 03100 MONTLUCON;205;669326;6580547;01/07/1994;;02/01/2017;;;Urbain-Fond
817;Aurillac - Mairie;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7017;Mairie 14 rue de la Coste 15000 AURILLAC;630;656226;6425946;01/02/1997;;31/12/2015;;http://carto.air-rhonealpes.fr/photos/photo_817.jpg;Urbain-Fond
818;Le Puy - Vals-près-le-Puy;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7018;Mairie 43750 VALS PRES LE PUY;650;768996;6437146;01/07/1997;;31/12/2015;;;Périurbain-Fond
819;Rurale - Busset (03);FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7020;Ecole 03270 BUSSET;495;739824;6551298;01/06/2001;;29/12/2018;;http://carto.air-rhonealpes.fr/photos/photo_819.jpg;Rural-Fond
820;Rurale - Paray le Fresil (03);FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7022;Stade 03230 PARAY LE FRESIL;235;745936;6617129;01/06/2002;;;;http://carto.air-rhonealpes.fr/photos/photo_820.jpg;Rural-Fond
821;les Ancizes - Industrielle;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;7028;Allée du collège 63770 LES ANCIZES;720;686811;6536681;01/11/2003;;;;http://carto.air-rhonealpes.fr/photos/photo_821.jpg;Rural-Industrielle
822;Rurale - Sembadel (43);FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7029;Mairie 43160 SEMBADEL;1060;753941;6464165;01/07/2004;;03/01/2017;;;Rural-Fond
823;Rurale - Rageade (15);FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7031;Mairie 15500 RAGEADE;1040;721815;6445088;01/04/2004;;;;http://carto.air-rhonealpes.fr/photos/photo_823.jpg;Rural-Fond
824;Riom;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7032;Rue de l'intendance d'Auvergne 63200 RIOM;350;708922;6532731;01/09/2004;;02/01/2019;;http://carto.air-rhonealpes.fr/photos/photo_824.jpg;Urbain-Fond
825;Clermont - Gare;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7034;Esplanade de la gare 63000 CLERMONT-FERRAND;360;707479;6519569;01/05/2005;;;;http://carto.air-rhonealpes.fr/photos/photo_825.jpg;Urbain-Trafic
826;Issoire;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7038;Rue du Palais 63500 ISSOIRE;405;719374;6493924;01/09/2007;;30/06/2013;;;Urbain-Fond
827;Clermont - Chamalières;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7039;Avenue de Fontmaure63400 CHAMALIERES;412;704894;6519459;01/03/2009;;;;http://carto.air-rhonealpes.fr/photos/photo_827.jpg;Urbain-Trafic
828;Clermont - A71;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7042;Bordure Autoroute A71 PR 387.5 sens Clermont-Bourg;333;711089;6520463;01/01/2012;;;;http://carto.air-rhonealpes.fr/photos/photo_828.jpg;Urbain-Trafic
829;Le Puy - Coiffier;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7043;Square Coiffier 43000 LE PUY EN VELAY;625;769982;6438573;01/01/2011;;15/01/2015;;;Urbain-Fond
830;Issoire - Ecole;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7045;Notre Dame du Ponteil  63500 ISSOIRE;393;719371;6494023;26/06/2013;20/12/2017;;;http://carto.air-rhonealpes.fr/photos/photo_830.jpg;Urbain-Fond
831;Villeneuve sur Allier;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7048;Route de Paris  03460 VILLENEUVE-SUR-ALLIER;208;719063;6617694;01/12/2013;;;;http://carto.air-rhonealpes.fr/photos/photo_831.jpg;Rural-Trafic
832;Moulins;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7049;Place Marechal de Lattre de Tassigny 03000 MOULINS;214;725362;6606923;01/04/2014;;13/12/2016;;;Urbain-Fond
833;Clermont - Beaulieu;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;7051;Chemin du petit Gandaillat 63000 CLERMONT-FERRAND;344;712139;6518765;01/03/2015;;;;http://carto.air-rhonealpes.fr/photos/photo_830.jpg;Urbain-Industrielle
834;Aurillac - Lagarde;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7052;Henry Dunant 15000 AURILLAC;640;655895;6424699;29/12/2015;;;;http://carto.air-rhonealpes.fr/photos/photo_834.jpg;Urbain-Fond
835;Clermont - Edouard Michelin;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7053;98 Avenue Edouard Michelin 63000 CLERMONT-FERRAND;354;708670;6520095;01/11/2015;;;;http://carto.air-rhonealpes.fr/photos/photo_835.jpg;Urbain-Trafic
836;Le Puy - Causans;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7054;Stade Le Causans - Rue de la Fonderie 43000 LE PUY EN VELAY;629;769821;6438121;01/02/2015;;;;http://carto.air-rhonealpes.fr/photos/photo_836.jpg;Urbain-Fond
850;Clermont - Gravanches;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7002;Chemin des petites Gravanches 63000 CLERMONT-FERRAND;330;711130;6521786;01/10/1988;;31/12/2006;;;Périurbain-Fond
851;Clermont - Gerzat;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7006;2 rue Léon Blum 63360 GERZAT;330;711096;6524911;01/04/1974;;31/12/2011;;;Périurbain-Fond
852;Clermont - Pardieu;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7035;10 rue Louis Rosier 63000 CLERMONT-FERRAND;355;710484;6518226;01/06/2006;;31/12/2010;;;Périurbain-Fond
853;Clermont - Cézeaux;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7005;Avenue des Landais 63170 AUBIERE;400;708701;6518260;01/04/1974;;31/08/2003;;;Urbain-Trafic
854;Clermont - Gaillard;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7007;rue André Moinnier 63000 CLERMONT-FERRAND;385;706432;6520077;01/01/1997;;31/03/2005;;;Urbain-Trafic
855;Saint-Georges-de-Mons;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;7036;Allée des Jardins 63780 SAINT-GEORGES-DE-MONS;715;687884;6536891;01/01/2008;;31/12/2012;;;Rural-Industrielle
856;Rurale - Besse (63);FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7023;Stade 63610 BESSE ET SAINT ANASTAISE;1050;694562;6490104;01/07/2003;;31/12/2012;;;Rural-Fond
860;Clermont - Centre;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7003;Boulevard Charles De Gaule 63000 CLERMONT-FERRAND;390;706476;6519337;01/01/1970;;31/12/2002;;;Urbain-Fond
861;Clermont - Delille;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7008;18 avenue d'Italie 63000 CLERMONT-FERRAND;370;707349;6520146;01/01/1998;;31/05/2013;;;Urbain-Fond
862;Issoire - Berbiziale;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7019;Rue de la Berbiziale 63500 ISSOIRE;390;719454;6493899;01/06/1999;;30/09/2007;;;Urbain-Fond
863;Clermont - Jaude;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7030;Place de Jaude 63000 CLERMONT-FERRAND;385;706363;6519630;01/03/1999;;31/08/2010;;;Urbain-Fond
864;Le Puy - Fayolle;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7021;Square de l'Europe 43000 LE PUY EN VELAY;630;769717;6438471;01/07/2002;;28/02/2012;;;Urbain-Trafic
865;Clermont - Roussillon;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;7024;Avenue du Roussillon 63170 AUBIERE;360;710262;6516908;01/10/2003;;31/01/2009;;;Urbain-Trafic
868;Sallanches_ancien;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;332350;Maison Bouvier 218 avenue de la gare  74700 SALLANCHES;546;981602;6543764;30/12/2014;01/01/2015;14/01/2016;;;Urbain-Fond
869;Anzat le Luguet;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7160;Buron de Paillasère Bas 63420 ANZAT LE LUGUET;1395;685402;6492562;13/06/2014;;31/12/2016;;;
870;Plomb du Cantal;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7161;Le Plomb du Cantal  15300 LAVEISSIERE;1783;681173;6440527;24/06/2014;;31/12/2016;;;
873;Puy de Sancy;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7162;Haut du télécabine 63240 MONT-DORE;1759;685402;6492562;03/07/2014;;31/12/2016;;;
874;Prabouré;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7163;Salle de secours station de ski  63660 SAINT-ANTHEME;1260;767794;6496677;02/07/2014;;31/12/2016;;;
875;Leclanché;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;7202;stade Leclanché 63000 Clermont-Ferrand;335;708629;6523102;01/01/2011;;;;http://carto.air-rhonealpes.fr/photos/photo_875.jpg;
876;La Monnerie;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7203;Cours de l'école  63650 LA MONNERIE-LE-MONTEL;579;746801;6530080;01/01/2012;;31/12/2016;;;
877;Neussargues;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7046;;804;698331;6447403;01/01/2010;;31/12/2014;;;
885;Pays du Mezenc;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;7056;Le Bourg 43430 Fay sur Lignon;1192;796633;6432366;08/09/2016;;;;http://carto.air-rhonealpes.fr/photos/photo_885.jpg;Rural-Fond
905;Valence Boulevard;FIXE+ETUDE;urbaine;trafic                                                                                                                                                                                                                                                         ;36033;37 Rue Henri Fouques Duparc;;851341;6427620;04/01/2016;07/12/2018;;;;
937;Moulins centre;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7057;Rue Denis Papin 03000 MOULINS;221;726094;6606940;13/12/2016;;;;http://carto.air-rhonealpes.fr/photos/photo_937.jpg;
938;Montluçon;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7058;Rue Hector Berlioz 03100 Montluçon ;204;668769;6582392;03/01/2017;;;;http://carto.air-rhonealpes.fr/photos/photo_938.jpg;
940;Lyon Presqu'île;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;20071;Place Ampère 69002 LYON;168;842155;6518729;09/01/2017;;27/12/2017;;http://carto.air-rhonealpes.fr/photos/photo_940.jpg;
941;Sallanches Régie;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;33236;224 avenue Albert Gruffat 74704  SALLANCHES;542;982053;6543493;06/01/2017;;;;http://carto.air-rhonealpes.fr/photos/photo_941.jpg;
942;Pierrelatte;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;36027;Complexe Sportif Gustave Jaume av Pierre de Coubertin 26700 Pierrelatte;53;835214;6364724;11/01/2017;;08/01/2018;;http://carto.air-rhonealpes.fr/photos/photo_942.jpg;
943;A7 Valence Ouest;FIXE+ETUDE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;36029;Entre le boulevard des passeurs et l'A7 à Valence;111;849052;6428870;15/03/2016;;08/12/2017;;;
944;Thénésol;FIXE+ETUDE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;33719;Les Replins 73200 THENESOL;524;964131;6518202;09/01/2017;;28/12/2017;;http://carto.air-rhonealpes.fr/photos/photo_944.jpg;
968;Grignon école;FIXE+ETUDE;périurbaine;fond                                                                                                                                                                                                                                                           ;;Ecole primaire;326;962559;6510995;01/01/2015;;15/03/2016;;;
1016;Vichy;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;7059;Centre Roland - 18 rue du 4 septembre 03200 VICHY;257;732867;6559047;26/01/2018;;;;;
1017;A7 Valence Est;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;36032;route des corsaires - 26000 VALENCE;113;849062;6429561;28/12/2017;28/12/2017;;;;
1018;Villefranche centre;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20077;22 allée des visitandines 69400 VILLEFRANCHE-SUR-SAONE;184;832786;6544817;21/12/2017;;;;;
1019;Royat périurbaine;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;7060;;519;703584;6518279;11/01/2018;;;;;
1042;Lans-en-Vercors;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15051;"""Les Blancs"" 38250 LANS EN VERCORS";1066;903267;6447691;14/12/2017;;19/12/2018;;;
1043;Ordonnaz;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;20078;Route principale - 01510 ORDONNAZ;;896978;6529564;29/12/2017;29/12/2017;11/12/2018;;;
1045;Demi-Quartier;FIXE+ETUDE;périurbaine;fond                                                                                                                                                                                                                                                           ;33237;Au croisement de la route du Meytant et de la rue du Fouettaz (A côté du transformateur ERDF);1248;980498;6537030;12/01/2018;12/01/2018;19/12/2018;;;
1101;Les Villards;FIXE+ETUDE;rurale régionale;fond                                                                                                                                                                                                                                                           ;33116;Le premier hameau - 73130 Saint-Alban des Villards;987;955370;6473718;12/12/2018;;;;;
1104;Les Houches Trafic;FIXE+ETUDE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;33241;Route nationale N205 (sortie 25 dans le sens nord-sud);837;991557;6542420;19/12/2018;;;;;
1105;Riom Périurbaine;FIXE+ETUDE;périurbaine;fond                                                                                                                                                                                                                                                           ;7061;Rue du Pré Madame - 63201 Riom;329;709473;6533011;03/01/2019;03/01/2019;;;;
1106;RdG_Combeplaine;FIXE+ETUDE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;29442;46 rue de la résistance - 42800 Rive-de-Gier;227;827974;6494724;01/01/2019;;;;;
1107;Maurienne trafic;FIXE+ETUDE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;33113;route de la Saussaz - 73140 Saint-Michel-de-Maurienne;742;973134;6462693;04/01/2019;;;;;
